id,region,municipio,age_group,gender,income
71655,Norte,7,18-29,M,20093.07
71656,Norte,3,18-29,M,24514.08
71657,Sur,13,30-49,M,23966.25
71658,Sur,17,30-49,M,29436.8
71659,Norte,2,30-49,F,29691.65
71660,Sur,20,18-29,F,13302.01
71661,Norte,7,30-49,M,36210.26
71662,Sur,17,30-49,F,15786.54
71663,Sur,10,30-49,F,27379.23
71664,Sur,16,30-49,M,18711.9
71665,Sur,17,18-29,F,17147.53
71666,Norte,4,50+,M,23366.33
71667,Sur,20,50+,F,21254.72
71668,Norte,8,18-29,F,18514.89
71669,Norte,5,50+,M,19739.89
71670,Sur,10,18-29,M,6165.06
71671,Sur,17,30-49,M,26081.34
71672,Sur,12,18-29,M,5280.34
71673,Sur,10,18-29,M,13152.24
71674,Norte,4,50+,M,24123.41
71675,Sur,14,50+,M,19806.92
71676,Sur,13,30-49,M,23079.23
71677,Sur,19,18-29,F,15741.34
71678,Norte,6,50+,F,26112.26
71679,Sur,18,50+,M,21745.46
71680,Sur,16,18-29,F,4361.85
71681,Norte,4,30-49,M,31973.94
71682,Sur,17,30-49,F,21089.64
71683,Sur,16,50+,F,25842.65
71684,Norte,8,18-29,F,27777.51
71685,Sur,14,30-49,M,21945.09
71686,Sur,9,18-29,M,12693.55
71687,Norte,3,18-29,F,20520.59
71688,Norte,5,18-29,F,20761.58
71689,Norte,5,18-29,F,14969.59
71690,Sur,18,18-29,M,15746.29
71691,Sur,9,18-29,M,14229.58
71692,Sur,9,18-29,M,12540.46
71693,Sur,15,18-29,F,15037.41
71694,Sur,19,30-49,F,26918.35
71695,Sur,10,50+,F,18408.59
71696,Norte,5,18-29,F,22384.56
71697,Sur,12,30-49,F,24302.62
71698,Sur,16,30-49,F,18437.36
71699,Norte,3,18-29,M,25007.63
71700,Sur,20,18-29,F,18457.47
71701,Sur,19,18-29,F,13707.63
71702,Sur,9,18-29,M,14074.27
71703,Sur,17,50+,M,21840.98
71704,Sur,17,30-49,M,27809.92
71705,Sur,12,18-29,M,10813.24
71706,Norte,2,30-49,F,25540.94
71707,Sur,15,18-29,M,14123.32
71708,Sur,13,30-49,M,24357.69
71709,Sur,10,18-29,F,9717.12
71710,Norte,4,18-29,M,19932.91
71711,Norte,8,18-29,F,20775.26
71712,Norte,5,50+,F,29998.85
71713,Sur,14,30-49,F,30186.52
71714,Norte,8,30-49,M,33052.19
71715,Sur,14,30-49,F,23563.4
71716,Sur,15,30-49,F,21249.08
71717,Norte,1,30-49,F,25123.96
71718,Sur,11,18-29,F,14841.93
71719,Sur,17,50+,M,17826.72
71720,Norte,2,30-49,F,31053.64
71721,Sur,12,30-49,F,20880.0
71722,Sur,19,18-29,F,10818.48
71723,Sur,15,50+,F,20082.75
71724,Sur,11,18-29,M,14557.99
71725,Norte,5,30-49,M,20630.39
71726,Sur,13,18-29,F,14322.04
71727,Norte,8,50+,F,25872.59
71728,Sur,19,30-49,F,26227.64
71729,Norte,5,50+,M,33824.43
71730,Norte,8,50+,M,20857.29
71731,Norte,7,18-29,M,25439.81
71732,Sur,15,50+,F,12383.96
71733,Sur,12,30-49,F,24324.8
71734,Sur,14,30-49,F,19014.95
71735,Sur,18,18-29,F,17032.75
71736,Norte,3,30-49,M,32805.79
71737,Sur,12,18-29,M,15370.67
71738,Norte,5,50+,M,27480.42
71739,Norte,4,18-29,M,17514.94
71740,Norte,7,18-29,M,26964.64
71741,Norte,7,18-29,F,17639.17
71742,Norte,7,18-29,F,29296.03
71743,Norte,3,50+,M,31065.22
71744,Norte,6,50+,F,24793.86
71745,Sur,19,50+,F,23646.55
71746,Norte,7,30-49,F,24687.29
71747,Sur,19,30-49,M,19906.87
71748,Norte,7,30-49,F,29842.03
71749,Sur,12,30-49,F,24354.15
71750,Norte,7,18-29,F,20867.31
71751,Sur,18,18-29,M,14662.3
71752,Sur,19,18-29,M,18075.53
71753,Sur,19,30-49,F,21070.07
71754,Norte,6,50+,F,20262.86
71755,Norte,5,30-49,M,31436.45
71756,Sur,20,18-29,M,13497.6
71757,Sur,18,18-29,M,16950.36
71758,Sur,9,30-49,M,16944.77
71759,Sur,15,50+,M,13297.58
71760,Norte,6,30-49,F,28307.18
71761,Norte,2,50+,M,31898.28
71762,Sur,19,18-29,M,15288.06
71763,Sur,19,18-29,F,14336.5
71764,Sur,16,18-29,M,13465.55
71765,Sur,11,30-49,M,26743.59
71766,Norte,5,50+,M,26599.11
71767,Sur,10,50+,M,20790.03
71768,Sur,9,30-49,F,21066.42
71769,Sur,9,50+,M,18169.24
71770,Norte,3,18-29,M,24525.23
71771,Sur,14,30-49,M,23824.15
71772,Norte,8,50+,F,32035.72
71773,Sur,9,30-49,M,21795.15
71774,Norte,1,18-29,F,24577.95
71775,Sur,16,18-29,M,14038.98
71776,Sur,11,18-29,F,12154.21
71777,Sur,20,30-49,F,25111.05
71778,Sur,14,50+,F,16175.93
71779,Sur,13,18-29,F,16641.12
71780,Sur,14,18-29,M,26837.42
71781,Norte,7,50+,M,25036.86
71782,Sur,14,30-49,F,24172.61
71783,Norte,3,50+,F,18364.99
71784,Sur,9,50+,F,20949.13
71785,Sur,16,50+,F,19044.6
71786,Norte,4,18-29,F,25484.83
71787,Sur,15,50+,F,15430.5
71788,Sur,13,18-29,M,19639.48
71789,Sur,18,30-49,F,25944.15
71790,Sur,13,30-49,F,16340.81
71791,Sur,11,30-49,M,24620.86
71792,Sur,14,50+,F,19653.85
71793,Sur,14,50+,M,18262.96
71794,Sur,19,18-29,M,17736.61
71795,Sur,16,30-49,M,27620.68
71796,Norte,4,50+,M,16864.97
71797,Norte,6,30-49,F,26978.4
71798,Sur,14,30-49,F,25514.79
71799,Norte,2,50+,M,34222.05
71800,Sur,10,30-49,F,26421.39
71801,Sur,9,18-29,M,15164.51
71802,Sur,18,30-49,F,17559.25
71803,Sur,9,18-29,F,14907.85
71804,Sur,18,18-29,F,14612.94
71805,Norte,8,50+,M,18873.82
71806,Sur,19,30-49,F,20394.79
71807,Norte,7,30-49,M,29139.99
71808,Sur,9,50+,M,16124.6
71809,Sur,19,30-49,M,23354.9
71810,Norte,2,30-49,M,23031.15
71811,Norte,3,30-49,F,38230.17
71812,Norte,1,30-49,F,28970.58
71813,Sur,19,50+,F,18285.88
71814,Sur,13,30-49,M,17346.16
71815,Sur,10,30-49,F,22537.42
71816,Sur,11,30-49,F,22007.67
71817,Norte,5,30-49,F,29263.35
71818,Sur,11,30-49,M,27314.97
71819,Sur,16,30-49,F,19742.53
71820,Sur,11,18-29,F,15808.03
71821,Norte,3,50+,M,31130.68
71822,Norte,7,30-49,F,27090.65
71823,Norte,1,30-49,M,21112.44
71824,Sur,11,50+,F,20881.71
71825,Norte,6,50+,F,34137.26
71826,Sur,15,30-49,M,16777.2
71827,Norte,2,50+,F,20590.27
71828,Norte,4,30-49,F,33944.09
71829,Norte,7,50+,F,25158.63
71830,Sur,14,30-49,M,20983.18
71831,Sur,16,18-29,F,23925.38
71832,Sur,16,50+,F,18991.82
71833,Norte,3,30-49,M,28431.24
71834,Norte,3,50+,M,22606.54
71835,Sur,14,18-29,M,10170.31
71836,Sur,16,30-49,M,22123.43
71837,Norte,2,18-29,M,11628.64
71838,Sur,14,18-29,F,12571.04
71839,Norte,5,18-29,F,18449.15
71840,Sur,9,18-29,F,19604.43
71841,Norte,1,50+,M,27354.18
71842,Sur,18,18-29,F,14882.05
71843,Norte,6,50+,M,19170.86
71844,Sur,20,18-29,F,11717.82
71845,Sur,12,50+,F,22534.24
71846,Sur,12,50+,F,21084.32
71847,Norte,6,18-29,F,14506.84
71848,Sur,15,30-49,M,14849.96
71849,Sur,13,18-29,F,9109.16
71850,Sur,17,50+,F,20498.43
71851,Sur,12,18-29,M,14595.87
71852,Sur,13,18-29,F,14617.37
71853,Sur,18,50+,F,26781.03
71854,Sur,19,30-49,M,26667.36
71855,Norte,5,30-49,F,32377.58
71856,Norte,8,18-29,M,15388.39
71857,Sur,14,18-29,M,14520.55
71858,Norte,3,50+,M,29388.79
71859,Sur,13,18-29,F,16700.59
71860,Norte,7,30-49,F,20138.33
71861,Norte,4,50+,F,21811.63
71862,Sur,11,50+,M,18238.29
71863,Norte,7,50+,F,19008.6
71864,Norte,6,30-49,F,27569.7
71865,Norte,2,50+,F,18408.25
71866,Norte,2,30-49,F,30654.54
71867,Sur,16,30-49,F,15472.53
71868,Sur,10,30-49,F,23315.03
71869,Sur,10,30-49,M,19214.84
71870,Sur,18,50+,F,21600.47
71871,Sur,17,30-49,M,27890.6
71872,Sur,12,50+,F,20785.08
71873,Norte,2,18-29,M,16193.34
71874,Norte,6,30-49,M,25252.9
71875,Sur,19,18-29,F,15554.52
71876,Norte,3,18-29,F,25228.86
71877,Norte,7,18-29,M,17747.47
71878,Norte,4,50+,F,25555.66
71879,Sur,10,30-49,M,34339.03
71880,Sur,14,30-49,M,21158.55
71881,Sur,9,50+,M,20444.09
71882,Norte,7,18-29,M,21366.7
71883,Norte,6,30-49,M,24696.54
71884,Sur,16,18-29,M,18313.52
71885,Norte,1,30-49,F,23767.09
71886,Sur,16,30-49,F,24336.42
71887,Sur,10,30-49,F,33401.3
71888,Sur,12,18-29,M,12028.26
71889,Sur,19,50+,M,20540.26
71890,Norte,8,30-49,F,25736.84
71891,Norte,8,30-49,M,22642.22
71892,Norte,2,50+,M,32819.22
71893,Sur,19,50+,F,16326.33
71894,Norte,8,50+,M,32798.72
71895,Norte,3,18-29,M,24520.09
71896,Norte,6,30-49,F,26798.03
71897,Norte,4,30-49,M,22376.44
71898,Norte,7,18-29,M,18834.78
71899,Norte,8,50+,F,25547.32
71900,Sur,12,50+,M,16594.38
71901,Norte,7,18-29,F,18702.0
71902,Sur,20,30-49,F,24059.86
71903,Sur,13,18-29,F,19072.94
71904,Sur,19,30-49,F,26114.97
71905,Norte,5,30-49,F,26959.66
71906,Sur,10,30-49,M,31140.24
71907,Sur,15,18-29,F,22911.63
71908,Norte,7,30-49,F,23855.33
71909,Norte,8,50+,F,24049.45
71910,Sur,17,50+,M,22673.35
71911,Sur,19,30-49,M,21485.48
71912,Sur,15,18-29,M,18868.1
71913,Sur,19,50+,F,22642.44
71914,Sur,13,50+,M,19928.04
71915,Norte,6,50+,M,37937.3
71916,Sur,19,50+,M,19197.9
71917,Sur,10,30-49,M,24125.95
71918,Sur,16,50+,M,20486.49
71919,Sur,12,30-49,M,17846.44
71920,Norte,5,18-29,F,21220.05
71921,Norte,3,18-29,F,21557.7
71922,Sur,12,50+,F,22157.22
71923,Sur,9,30-49,M,19200.07
71924,Sur,17,30-49,M,26009.86
71925,Norte,6,50+,M,25721.83
71926,Sur,15,18-29,M,17237.24
71927,Norte,8,30-49,M,29437.74
71928,Sur,13,50+,F,24135.11
71929,Sur,12,18-29,F,10096.43
71930,Sur,17,30-49,M,27882.54
71931,Sur,13,30-49,M,18507.32
71932,Sur,15,30-49,M,27095.23
71933,Norte,7,50+,F,26152.13
71934,Sur,13,30-49,F,27082.69
71935,Norte,8,18-29,M,15971.96
71936,Sur,9,30-49,F,23556.44
71937,Sur,19,18-29,F,11261.11
71938,Sur,10,50+,F,24141.71
71939,Norte,7,30-49,F,23626.23
71940,Norte,3,50+,M,23326.38
71941,Sur,10,50+,F,20316.53
71942,Sur,12,50+,M,20114.42
71943,Norte,6,18-29,F,18748.52
71944,Sur,17,50+,F,19616.54
71945,Norte,5,30-49,M,35399.55
71946,Sur,11,18-29,F,16431.61
71947,Sur,14,50+,F,23572.16
71948,Norte,6,30-49,F,26653.57
71949,Sur,20,30-49,M,27727.31
71950,Norte,7,18-29,M,26769.31
71951,Sur,14,18-29,M,16006.68
71952,Sur,11,18-29,M,16762.63
71953,Sur,13,30-49,F,21716.59
71954,Norte,8,50+,M,27222.67
71955,Sur,20,50+,M,23797.25
71956,Sur,14,18-29,F,13766.94
71957,Sur,16,50+,F,22737.93
71958,Norte,4,30-49,F,24404.15
71959,Sur,12,30-49,F,24993.77
71960,Sur,17,18-29,F,9401.92
71961,Norte,1,30-49,F,27565.11
71962,Sur,17,30-49,F,27029.58
71963,Norte,7,30-49,M,33516.13
71964,Norte,2,30-49,F,28646.21
71965,Norte,1,30-49,F,29756.68
71966,Norte,8,50+,M,23854.78
71967,Sur,19,30-49,F,15362.65
71968,Sur,11,30-49,F,23069.7
71969,Sur,16,18-29,F,17161.88
71970,Sur,13,30-49,M,17317.75
71971,Sur,16,50+,F,23520.01
71972,Norte,7,50+,F,31667.79
71973,Sur,9,30-49,F,27724.07
71974,Sur,17,30-49,M,21402.69
71975,Norte,7,50+,M,19199.56
71976,Sur,10,18-29,F,17148.53
71977,Sur,11,30-49,M,25920.56
71978,Sur,15,30-49,M,22768.27
71979,Sur,17,18-29,F,14172.93
71980,Norte,4,30-49,M,27098.48
71981,Norte,5,18-29,F,19136.91
71982,Sur,19,50+,F,18573.93
71983,Norte,3,50+,M,33198.32
71984,Norte,8,50+,M,33302.72
71985,Sur,10,18-29,M,11503.56
71986,Sur,13,30-49,F,25950.84
71987,Norte,6,50+,M,28287.22
71988,Norte,3,18-29,M,13656.24
71989,Norte,1,18-29,F,21581.32
71990,Sur,19,30-49,F,23740.56
71991,Sur,15,18-29,M,16202.19
71992,Norte,3,50+,M,25026.76
71993,Norte,6,30-49,F,28810.74
71994,Norte,4,18-29,M,16258.99
71995,Norte,8,30-49,M,25867.96
71996,Sur,14,50+,M,22618.92
71997,Sur,11,30-49,M,27243.22
71998,Sur,12,18-29,F,19527.39
71999,Sur,12,18-29,M,14467.05
72000,Sur,19,50+,M,8433.15
72001,Sur,11,18-29,F,11428.3
72002,Sur,12,30-49,M,23734.01
72003,Sur,10,30-49,F,20326.72
72004,Sur,14,18-29,F,15192.65
72005,Sur,11,18-29,M,4000.0
72006,Sur,20,50+,M,15134.1
72007,Sur,18,50+,F,20444.16
72008,Sur,19,50+,M,15498.22
72009,Sur,13,30-49,M,20400.88
72010,Norte,4,50+,M,16527.28
72011,Norte,6,30-49,F,30381.51
72012,Sur,14,50+,M,34155.14
72013,Norte,4,50+,F,31473.59
72014,Norte,4,50+,M,24035.24
72015,Norte,7,50+,M,17222.9
72016,Norte,6,50+,M,19973.6
72017,Sur,18,50+,M,18828.67
72018,Norte,6,30-49,M,33463.86
72019,Sur,19,30-49,M,18261.45
72020,Norte,7,50+,F,20401.31
72021,Sur,14,30-49,F,20857.19
72022,Sur,18,18-29,M,20473.17
72023,Sur,14,18-29,F,12865.62
72024,Sur,14,50+,F,18410.26
72025,Norte,2,30-49,M,28763.82
72026,Sur,11,30-49,F,20188.8
72027,Norte,5,18-29,F,18878.01
72028,Sur,10,30-49,F,21650.34
72029,Sur,12,18-29,F,6135.95
72030,Norte,7,18-29,M,25094.75
72031,Sur,14,30-49,F,30768.0
72032,Sur,10,50+,M,25989.55
72033,Norte,2,30-49,F,22520.83
72034,Sur,20,30-49,F,21743.03
72035,Norte,7,30-49,F,35897.92
72036,Norte,6,50+,M,27876.01
72037,Sur,19,18-29,F,11419.07
72038,Norte,4,18-29,M,23188.12
72039,Norte,4,18-29,M,23575.97
72040,Sur,14,30-49,F,21703.15
72041,Sur,19,50+,M,12985.69
72042,Sur,9,18-29,M,12438.51
72043,Sur,10,18-29,F,17981.65
72044,Sur,16,50+,F,22321.55
72045,Sur,15,18-29,F,13716.83
72046,Sur,12,50+,M,14957.03
72047,Sur,14,30-49,M,27316.91
72048,Norte,3,30-49,F,27815.13
72049,Norte,8,30-49,F,24982.71
72050,Sur,19,50+,M,24117.79
72051,Sur,15,30-49,M,24102.39
72052,Norte,1,30-49,F,24192.02
72053,Sur,13,30-49,F,23095.92
72054,Norte,2,18-29,F,21544.29
72055,Norte,3,30-49,M,28530.24
72056,Norte,6,30-49,M,35531.03
72057,Sur,9,18-29,M,14394.31
72058,Norte,2,18-29,F,14785.74
72059,Sur,9,18-29,F,16368.32
72060,Sur,20,50+,F,15538.82
72061,Norte,2,18-29,M,27575.4
72062,Sur,11,50+,F,18054.25
72063,Norte,8,50+,F,21113.57
72064,Sur,12,18-29,F,16532.75
72065,Sur,19,18-29,M,20769.25
72066,Sur,20,18-29,M,17278.96
72067,Norte,7,18-29,M,20524.12
72068,Sur,17,30-49,M,31707.54
72069,Sur,19,30-49,M,20561.59
72070,Sur,13,18-29,F,14666.76
72071,Sur,12,18-29,F,15388.26
72072,Sur,17,30-49,F,25403.53
72073,Norte,2,18-29,M,18408.42
72074,Sur,13,18-29,M,14244.82
72075,Sur,17,30-49,M,23260.18
72076,Norte,2,50+,F,31030.9
72077,Sur,12,50+,M,24668.29
72078,Norte,2,18-29,F,18269.05
72079,Sur,18,30-49,M,21981.78
72080,Sur,17,50+,M,21910.98
72081,Norte,2,18-29,M,16629.16
72082,Norte,5,50+,F,23299.68
72083,Sur,15,30-49,F,21687.91
72084,Sur,19,50+,M,21762.24
72085,Sur,17,30-49,F,18999.91
72086,Sur,12,30-49,M,21510.47
72087,Norte,2,18-29,F,19782.92
72088,Norte,8,30-49,F,23002.25
72089,Sur,15,50+,F,20038.72
72090,Sur,11,18-29,M,15412.7
72091,Sur,18,30-49,M,35300.91
72092,Sur,19,30-49,F,25761.97
72093,Norte,3,50+,M,28725.67
72094,Sur,18,18-29,F,12929.24
72095,Norte,2,30-49,M,26594.49
72096,Sur,11,50+,M,22369.18
72097,Norte,3,30-49,M,23148.53
72098,Sur,18,30-49,M,20208.4
72099,Sur,12,30-49,F,24360.29
72100,Sur,18,30-49,M,23971.45
72101,Norte,2,18-29,M,22190.84
72102,Norte,4,18-29,F,10842.38
72103,Norte,2,18-29,M,16752.04
72104,Sur,14,30-49,M,22692.25
72105,Norte,1,30-49,M,26071.23
72106,Norte,7,18-29,M,16510.21
72107,Sur,20,30-49,M,27319.96
72108,Norte,5,50+,M,24931.95
72109,Sur,10,18-29,F,18849.06
72110,Norte,2,50+,F,22886.11
72111,Sur,13,50+,F,20485.78
72112,Sur,17,30-49,F,19751.79
72113,Sur,9,30-49,M,17915.73
72114,Sur,18,30-49,M,24753.07
72115,Sur,14,18-29,F,14466.98
72116,Norte,4,30-49,M,32171.71
72117,Norte,6,30-49,M,25162.12
72118,Norte,4,30-49,M,19905.76
72119,Norte,7,30-49,F,26213.93
72120,Sur,19,18-29,M,13217.11
72121,Sur,11,30-49,F,17965.98
72122,Sur,10,30-49,M,19140.25
72123,Sur,19,50+,F,21850.6
72124,Sur,19,18-29,F,14366.94
72125,Norte,1,50+,M,32243.76
72126,Sur,10,30-49,F,19248.57
72127,Sur,13,18-29,F,14255.16
72128,Sur,15,50+,M,26746.42
72129,Sur,15,50+,F,18395.17
72130,Norte,2,30-49,M,34705.53
72131,Norte,2,18-29,M,18047.54
72132,Norte,1,30-49,M,25711.64
72133,Sur,19,30-49,F,29485.77
72134,Norte,8,30-49,M,29833.35
72135,Norte,2,30-49,F,35017.22
72136,Sur,18,50+,F,19497.6
72137,Norte,2,18-29,F,12090.79
72138,Norte,2,30-49,F,23537.82
72139,Sur,17,18-29,F,12378.77
72140,Sur,15,30-49,M,32319.87
72141,Norte,4,18-29,M,22516.96
72142,Sur,19,50+,F,22366.4
72143,Norte,6,30-49,M,20470.83
72144,Norte,7,30-49,F,28158.09
72145,Sur,18,50+,F,24968.27
72146,Sur,16,50+,F,19395.75
72147,Sur,12,50+,F,14990.6
72148,Norte,6,50+,M,24809.56
72149,Sur,12,50+,M,21164.64
72150,Norte,4,30-49,F,30856.95
72151,Sur,18,50+,F,20678.38
72152,Norte,8,30-49,M,23472.23
72153,Sur,11,50+,M,25866.25
72154,Norte,8,18-29,F,23947.95
72155,Sur,19,50+,M,26197.04
72156,Norte,2,18-29,F,20600.04
72157,Norte,8,18-29,M,14160.7
72158,Sur,9,50+,M,18473.67
72159,Sur,9,30-49,F,18360.52
72160,Sur,20,50+,F,18130.28
72161,Norte,2,30-49,M,24726.43
72162,Norte,6,18-29,F,15121.09
72163,Sur,9,18-29,M,7846.51
72164,Norte,5,50+,M,27680.46
72165,Sur,16,30-49,M,22126.6
72166,Sur,16,18-29,F,15846.52
72167,Sur,19,50+,M,19010.13
72168,Sur,16,30-49,M,34294.85
72169,Sur,13,30-49,F,21831.53
72170,Sur,9,18-29,M,11872.61
72171,Sur,11,30-49,F,20103.26
72172,Sur,16,50+,M,26107.28
72173,Sur,15,50+,F,25407.57
72174,Sur,11,30-49,M,21879.64
72175,Sur,13,30-49,F,26015.85
72176,Sur,19,30-49,M,22680.92
72177,Sur,18,30-49,F,17445.44
72178,Norte,6,30-49,M,24464.46
72179,Sur,17,30-49,M,23260.83
72180,Sur,18,30-49,F,22284.15
72181,Norte,3,50+,F,23698.93
72182,Sur,9,18-29,F,16705.1
72183,Norte,1,30-49,M,28544.35
72184,Norte,8,30-49,F,25011.12
72185,Sur,14,30-49,F,24299.44
72186,Sur,12,30-49,M,19223.12
72187,Norte,7,30-49,M,18029.7
72188,Norte,2,50+,F,26324.6
72189,Norte,5,30-49,M,26113.16
72190,Norte,8,18-29,M,18916.0
72191,Sur,17,30-49,F,20562.55
72192,Norte,5,18-29,F,17542.21
72193,Sur,14,18-29,M,11786.54
72194,Norte,2,18-29,M,28943.87
72195,Sur,12,18-29,F,21683.57
72196,Sur,9,18-29,F,11102.03
72197,Sur,20,18-29,F,18044.47
72198,Sur,16,50+,F,15526.9
72199,Sur,14,30-49,M,23894.87
72200,Sur,20,50+,F,17629.5
72201,Norte,8,30-49,M,27348.92
72202,Norte,3,30-49,F,26219.3
72203,Sur,12,18-29,F,14639.2
72204,Sur,15,18-29,F,16995.12
72205,Norte,6,30-49,M,24603.34
72206,Sur,13,18-29,F,22212.59
72207,Sur,12,18-29,F,20220.83
72208,Sur,19,18-29,F,13410.18
72209,Sur,10,18-29,F,12112.22
72210,Sur,16,18-29,M,13425.46
72211,Norte,8,30-49,M,22982.39
72212,Norte,7,30-49,F,16112.28
72213,Norte,1,18-29,F,9641.04
72214,Sur,18,50+,F,22018.77
72215,Sur,19,30-49,M,19919.59
72216,Sur,13,50+,F,20855.49
72217,Sur,17,30-49,F,18728.75
72218,Norte,5,18-29,F,22326.45
72219,Norte,8,30-49,M,23978.24
72220,Norte,2,50+,F,30701.68
72221,Sur,9,18-29,F,13308.29
72222,Sur,14,30-49,F,22239.96
72223,Norte,1,30-49,M,24291.05
72224,Norte,2,18-29,F,19414.52
72225,Norte,8,30-49,F,27372.32
72226,Sur,13,30-49,M,32879.83
72227,Norte,8,30-49,F,26536.81
72228,Sur,15,30-49,M,20568.91
72229,Norte,6,50+,M,30490.02
72230,Sur,17,30-49,M,18950.11
72231,Sur,9,30-49,M,20312.77
72232,Norte,5,30-49,F,24401.9
72233,Norte,2,30-49,M,28099.62
72234,Norte,3,30-49,M,27624.21
72235,Norte,1,18-29,F,23432.91
72236,Sur,13,30-49,M,23164.77
72237,Norte,5,50+,F,36514.37
72238,Sur,16,30-49,F,25186.88
72239,Sur,13,50+,F,18400.03
72240,Norte,3,30-49,F,30495.61
72241,Sur,12,50+,F,21697.62
72242,Sur,13,18-29,F,15754.33
72243,Norte,7,18-29,M,22137.98
72244,Norte,8,30-49,M,26581.86
72245,Sur,11,30-49,M,25597.95
72246,Norte,4,30-49,M,25805.24
72247,Sur,19,30-49,F,28163.83
72248,Sur,13,18-29,F,7904.94
72249,Norte,1,30-49,F,28399.37
72250,Sur,13,30-49,F,23449.93
72251,Sur,15,18-29,M,17145.05
72252,Norte,6,18-29,F,23931.56
72253,Norte,3,30-49,F,32995.55
72254,Norte,5,30-49,F,24110.71
72255,Sur,10,30-49,M,27773.01
72256,Sur,19,18-29,M,18654.51
72257,Norte,6,18-29,F,18705.11
72258,Norte,7,30-49,F,26032.35
72259,Sur,19,18-29,F,10811.07
72260,Sur,16,50+,M,21605.44
72261,Sur,16,18-29,F,19095.78
72262,Sur,11,30-49,M,22743.29
72263,Norte,3,18-29,F,19508.69
72264,Norte,3,30-49,F,24033.04
72265,Norte,8,30-49,F,22557.26
72266,Sur,13,30-49,F,27825.98
72267,Sur,13,50+,M,21886.43
72268,Sur,13,18-29,M,14679.56
72269,Sur,16,30-49,M,22839.98
72270,Sur,14,18-29,M,17175.65
72271,Norte,7,30-49,M,20643.74
72272,Norte,7,30-49,M,26681.08
72273,Sur,20,30-49,F,21962.14
72274,Sur,9,50+,F,18496.49
72275,Sur,15,18-29,F,8726.59
72276,Norte,5,30-49,M,24112.64
72277,Sur,19,30-49,F,25210.69
72278,Sur,14,50+,F,22610.99
72279,Sur,15,18-29,F,10473.67
72280,Norte,3,50+,M,25690.34
72281,Norte,2,18-29,M,18133.46
72282,Norte,5,50+,F,31462.11
72283,Sur,9,18-29,M,11116.09
72284,Sur,12,50+,F,16123.29
72285,Sur,9,30-49,F,20517.79
72286,Sur,18,30-49,M,27578.8
72287,Norte,8,18-29,F,22484.73
72288,Norte,8,30-49,M,31157.97
72289,Norte,1,18-29,F,13485.0
72290,Sur,15,50+,M,23889.99
72291,Norte,5,30-49,F,28170.44
72292,Sur,14,18-29,M,17101.22
72293,Sur,10,30-49,M,32243.87
72294,Sur,15,50+,F,35460.2
72295,Sur,14,30-49,M,23712.06
72296,Sur,11,30-49,F,19307.47
72297,Sur,18,50+,M,15559.88
72298,Sur,14,50+,F,23513.24
72299,Sur,20,50+,F,21437.9
72300,Norte,5,18-29,F,18184.79
72301,Norte,5,50+,F,27455.6
72302,Sur,12,18-29,F,14344.55
72303,Sur,9,18-29,F,12992.9
72304,Norte,6,30-49,M,28145.19
72305,Norte,7,50+,M,32421.08
72306,Norte,2,18-29,M,22880.63
72307,Norte,4,18-29,M,27482.43
72308,Sur,17,50+,F,13641.61
72309,Sur,20,18-29,F,13952.44
72310,Norte,8,30-49,F,33428.51
72311,Norte,5,18-29,F,20294.65
72312,Sur,17,30-49,F,23450.75
72313,Sur,17,50+,F,17898.61
72314,Norte,5,30-49,M,28913.77
72315,Sur,11,30-49,M,23696.89
72316,Sur,19,30-49,F,25394.89
72317,Sur,18,18-29,M,17350.23
72318,Sur,11,30-49,M,13501.62
72319,Sur,20,50+,F,23825.33
72320,Norte,5,50+,M,24873.23
72321,Norte,4,30-49,M,26489.49
72322,Sur,9,30-49,M,21172.46
72323,Sur,15,30-49,M,23725.19
72324,Sur,10,30-49,F,20615.54
72325,Norte,4,50+,M,30352.0
72326,Sur,11,50+,M,21532.19
72327,Sur,13,18-29,F,16156.14
72328,Norte,3,30-49,M,30872.4
72329,Norte,7,30-49,F,26078.01
72330,Sur,11,18-29,F,16364.03
72331,Norte,6,50+,M,31923.78
72332,Norte,3,30-49,M,25209.04
72333,Norte,2,18-29,M,17987.31
72334,Sur,20,18-29,F,19194.32
72335,Sur,19,30-49,M,25702.68
72336,Sur,11,18-29,M,17936.12
72337,Norte,8,18-29,F,19816.46
72338,Norte,6,30-49,M,33421.56
72339,Norte,6,30-49,F,28807.74
72340,Norte,3,18-29,F,21874.95
72341,Norte,8,30-49,M,27321.56
72342,Norte,8,30-49,M,28235.08
72343,Sur,9,50+,M,18384.11
72344,Sur,9,30-49,F,20510.91
72345,Norte,3,30-49,M,26892.41
72346,Norte,8,18-29,F,24057.9
72347,Norte,7,18-29,F,16744.81
72348,Norte,6,30-49,M,28279.35
72349,Norte,7,18-29,M,20848.58
72350,Norte,1,30-49,F,26343.45
72351,Sur,12,18-29,F,13788.46
72352,Sur,10,30-49,F,26410.18
72353,Sur,16,18-29,M,14042.84
72354,Norte,4,30-49,F,30623.43
72355,Sur,19,50+,F,20431.04
72356,Sur,14,18-29,F,12236.75
72357,Sur,20,30-49,F,19336.47
72358,Norte,4,30-49,F,25061.67
72359,Sur,11,30-49,F,26593.06
72360,Norte,4,18-29,F,20446.6
72361,Sur,11,30-49,M,24001.5
72362,Norte,5,18-29,F,19400.66
